size of numTable: 10000
Amicable: 9637 and 4741
Amicable: 1317 and 9637
Amicable: 5603 and 9683
Amicable: 2195 and 5603
Amicable: 4763 and 2195
Amicable: 1235 and 4763
Amicable: 484 and 3073
Amicable: 5629 and 484
Amicable: 897 and 5629
Amicable: 705 and 897
Amicable: 1329 and 705
Amicable: 7327 and 2215
Amicable: 3211 and 7327
Amicable: 981 and 3211
Amicable: 438 and 270
Amicable: 1085 and 3101
Amicable: 4829 and 1085
Amicable: 7361 and 4829
Amicable: 8189 and 7361
Amicable: 1347 and 5707
Amicable: 8227 and 1347
Amicable: 596 and 602
Amicable: 2245 and 4873
Amicable: 9913 and 2245
Amicable: 1463 and 1775
Amicable: 3143 and 1463
Amicable: 9959 and 3143
Amicable: 5759 and 9959
Amicable: 7463 and 5759
Amicable: 914 and 604
Amicable: 380 and 914
Amicable: 4939 and 1371
Amicable: 7531 and 4939
Amicable: 1265 and 5837
Amicable: 392 and 1265
Amicable: 8417 and 392
Amicable: 2285 and 8417
Amicable: 1383 and 3199
Amicable: 1017 and 1383
Amicable: 926 and 464
Amicable: 416 and 926
Amicable: 2305 and 1389
Amicable: 7633 and 2305
Amicable: 525 and 7633
Amicable: 3227 and 2315
Amicable: 8531 and 3227
Amicable: 1825 and 8531
Amicable: 1547 and 1825
Amicable: 5027 and 1547
Amicable: 934 and 682
Amicable: 969 and 3241
Amicable: 1401 and 969
Amicable: 5941 and 1401
Amicable: 2335 and 5071
Amicable: 5093 and 5993
Amicable: 3269 and 5093
Amicable: 7769 and 3269
Amicable: 8683 and 6019
Amicable: 5137 and 7837
Amicable: 6071 and 1805
Amicable: 2597 and 6071
Amicable: 3509 and 2597
Amicable: 7871 and 3509
Amicable: 8759 and 7871
Amicable: 1437 and 957
Amicable: 861 and 1437
Amicable: 8797 and 861
Amicable: 2395 and 7939
Amicable: 8873 and 3353
Amicable: 590 and 974
Amicable: 5269 and 1461
Amicable: 2435 and 6227
Amicable: 982 and 658
Amicable: 1473 and 3409
Amicable: 652 and 496
Amicable: 2455 and 1375
Amicable: 8143 and 2455
Amicable: 3437 and 5357
Amicable: 9101 and 3437
Amicable: 6331 and 795
Amicable: 5401 and 1497
Amicable: 6383 and 3751
Amicable: 1975 and 6383
Amicable: 8279 and 1975
Amicable: 2495 and 8279
Amicable: 3887 and 2495
Amicable: 903 and 3887
Amicable: 3179 and 903
Amicable: 610 and 1006
Amicable: 754 and 610
Amicable: 3493 and 1509
Amicable: 585 and 3493
Amicable: 9253 and 585
Amicable: 2515 and 8347
Amicable: 9329 and 512
Amicable: 3521 and 9329
Amicable: 1729 and 3521
Amicable: 5489 and 1729
Amicable: 568 and 1018
Amicable: 1023 and 6487
Amicable: 1527 and 1023
Amicable: 782 and 686
Amicable: 2545 and 5533
Amicable: 8483 and 6539
Amicable: 3563 and 8483
Amicable: 999 and 1495
Amicable: 1143 and 999
Amicable: 8551 and 1143
Amicable: 5599 and 8551
Amicable: 2527 and 5599
Amicable: 9557 and 324
Amicable: 6617 and 9557
Amicable: 372 and 1042
Amicable: 584 and 1046
Amicable: 692 and 584
Amicable: 8653 and 1569
Amicable: 2605 and 8653
Amicable: 2075 and 3647
Amicable: 1295 and 2075
Amicable: 2615 and 1295
Amicable: 9671 and 2615
Amicable: 2891 and 9671
Amicable: 288 and 3661
Amicable: 1771 and 5731
Amicable: 5753 and 6773
Amicable: 1179 and 6799
Amicable: 3757 and 8891
Amicable: 9899 and 3757
Amicable: 716 and 1082
Amicable: 1623 and 2989
Amicable: 1615 and 1623
Amicable: 1131 and 987
Amicable: 3787 and 1131
Amicable: 1094 and 724
Amicable: 5951 and 2735
Amicable: 742 and 670
Amicable: 814 and 742
Amicable: 3829 and 693
Amicable: 7033 and 3829
Amicable: 1173 and 7033
Amicable: 885 and 1173
Amicable: 9197 and 6017
Amicable: 1625 and 9197
Amicable: 400 and 891
Amicable: 1671 and 400
Amicable: 1233 and 1671
Amicable: 7111 and 1233
Amicable: 9299 and 675
Amicable: 3899 and 9299
Amicable: 2225 and 3899
Amicable: 1595 and 2225
Amicable: 874 and 550
Amicable: 1126 and 874
Amicable: 632 and 448
Amicable: 300 and 632
Amicable: 2815 and 6127
Amicable: 1251 and 2815
Amicable: 1029 and 3941
Amicable: 7241 and 1029
Amicable: 1107 and 1707
Amicable: 915 and 1107
Amicable: 6193 and 1713
Amicable: 9469 and 6193
Amicable: 2845 and 9469
Amicable: 2855 and 4477
Amicable: 7319 and 2855
Amicable: 3983 and 7319
Amicable: 1154 and 764
Amicable: 9571 and 6259
Amicable: 1731 and 9571
Amicable: 1435 and 1731
Amicable: 7397 and 6281
Amicable: 1209 and 7397
Amicable: 2885 and 1209
Amicable: 7423 and 4039
Amicable: 772 and 592
Amicable: 710 and 772
Amicable: 4901 and 9707
Amicable: 6347 and 4901
Amicable: 1174 and 544
Amicable: 7501 and 1761
Amicable: 3283 and 2431
Amicable: 2935 and 3283
Amicable: 2093 and 4109
Amicable: 9809 and 2093
Amicable: 664 and 1186
Amicable: 1705 and 1161
Amicable: 6457 and 1705
Amicable: 2965 and 6457
Amicable: 7631 and 3971
Amicable: 1058 and 7631
Amicable: 4151 and 1058
Amicable: 730 and 1198
Amicable: 1221 and 1797
Amicable: 796 and 572
Amicable: 1202 and 796
Amicable: 6523 and 2995
Amicable: 9979 and 6523
Amicable: 676 and 9979
Amicable: 1803 and 676
Amicable: 4193 and 3005
Amicable: 7709 and 4193
Amicable: 1505 and 7709
Amicable: 1311 and 1341
Amicable: 4207 and 1311
Amicable: 902 and 1214
Amicable: 1821 and 6589
Amicable: 7787 and 6611
Amicable: 3035 and 7787
Amicable: 2425 and 3035
Amicable: 4249 and 7813
Amicable: 1113 and 4249
Amicable: 1839 and 1359
Amicable: 5239 and 1839
Amicable: 390 and 606
Amicable: 3065 and 6677
Amicable: 2261 and 3065
Amicable: 1234 and 444
Amicable: 4291 and 7891
Amicable: 1851 and 4291
Amicable: 3085 and 1857
Amicable: 4319 and 6743
Amicable: 4961 and 4319
Amicable: 1587 and 4961
Amicable: 3095 and 1587
Amicable: 3479 and 3095
Amicable: 1005 and 7969
Amicable: 4333 and 1005
Amicable: 6809 and 8021
Amicable: 8047 and 735
Amicable: 854 and 962
Amicable: 986 and 854
Amicable: 1262 and 986
Amicable: 1885 and 1893
Amicable: 2525 and 3155
Amicable: 819 and 2525
Amicable: 1955 and 819
Amicable: 946 and 712
Amicable: 4417 and 765
Amicable: 844 and 440
Amicable: 1089 and 844
Amicable: 3577 and 1053
Amicable: 4693 and 3577
Amicable: 1413 and 4693
Amicable: 6941 and 2717
Amicable: 8203 and 1923
Amicable: 1286 and 656
Amicable: 2233 and 3205
Amicable: 1929 and 2233
Amicable: 3215 and 5491
Amicable: 4487 and 3215
Amicable: 2575 and 4487
Amicable: 5203 and 2575
Amicable: 790 and 1294
Amicable: 4501 and 1941
Amicable: 1269 and 4501
Amicable: 650 and 608
Amicable: 3235 and 7051
Amicable: 4529 and 7073
Amicable: 8333 and 4529
Amicable: 1306 and 336
Amicable: 1959 and 8359
Amicable: 7117 and 3265
Amicable: 1645 and 7117
Amicable: 4571 and 8411
Amicable: 1353 and 1977
Amicable: 1065 and 1353
Amicable: 825 and 1065
Amicable: 1467 and 3295
Amicable: 1983 and 1467
Amicable: 7183 and 1983
Amicable: 4613 and 3305
Amicable: 8489 and 4613
Amicable: 2645 and 8567
Amicable: 2015 and 2645
Amicable: 7271 and 2015
Amicable: 2675 and 7271
Amicable: 892 and 688
Amicable: 1346 and 892
Amicable: 580 and 1354
Amicable: 1503 and 1095
Amicable: 1479 and 1503
Amicable: 4711 and 1479
Amicable: 2031 and 4711
Amicable: 1239 and 2031
Amicable: 2125 and 3385
Amicable: 7403 and 2387
Amicable: 2725 and 7403
Amicable: 1715 and 2725
Amicable: 4739 and 1715
Amicable: 1443 and 4739
Amicable: 8749 and 2049
Amicable: 7447 and 3415
Amicable: 3871 and 7447
Amicable: 678 and 558
Amicable: 462 and 678
Amicable: 4781 and 8801
Amicable: 1034 and 938
Amicable: 776 and 1034
Amicable: 916 and 776
Amicable: 1382 and 916
Amicable: 2185 and 2073
Amicable: 7513 and 2185
Amicable: 3455 and 5687
Amicable: 8879 and 3455
Amicable: 1102 and 1066
Amicable: 2035 and 6253
Amicable: 7601 and 1281
Amicable: 2103 and 1557
Amicable: 855 and 2103
Amicable: 8983 and 855
Amicable: 2825 and 4907
Amicable: 7711 and 2127
Amicable: 3545 and 9113
Amicable: 2639 and 6137
Amicable: 6647 and 2639
Amicable: 7799 and 6647
Amicable: 3703 and 7799
Amicable: 4067 and 3703
Amicable: 808 and 1438
Amicable: 9217 and 1581
Amicable: 2157 and 9217
Amicable: 620 and 956
Amicable: 1611 and 1431
Amicable: 1118 and 964
Amicable: 890 and 1118
Amicable: 1454 and 890
Amicable: 2181 and 7909
Amicable: 3635 and 9347
Amicable: 5089 and 1185
Amicable: 824 and 1466
Amicable: 752 and 824
Amicable: 1855 and 1629
Amicable: 2199 and 1855
Amicable: 7997 and 3665
Amicable: 9451 and 5131
Amicable: 1478 and 1178
Amicable: 3289 and 2217
Amicable: 8063 and 3695
Amicable: 2375 and 8063
Amicable: 2229 and 9529
Amicable: 1653 and 2229
Amicable: 5173 and 1653
Amicable: 8129 and 5201
Amicable: 9607 and 1551
Amicable: 1599 and 9607
Amicable: 1022 and 1502
Amicable: 2253 and 8173
Amicable: 3755 and 9659
Amicable: 6929 and 3755
Amicable: 450 and 5257
Amicable: 1514 and 1004
Amicable: 975 and 2271
Amicable: 8261 and 2821
Amicable: 3785 and 8261
Amicable: 856 and 1522
Amicable: 748 and 856
Amicable: 2283 and 5299
Amicable: 9763 and 2283
Amicable: 3553 and 3805
Amicable: 6413 and 4361
Amicable: 2255 and 6413
Amicable: 5327 and 2255
Amicable: 8327 and 5327
Amicable: 1407 and 8327
Amicable: 1245 and 9841
Amicable: 8371 and 2307
Amicable: 2465 and 9893
Amicable: 3845 and 2465
Amicable: 736 and 1546
Amicable: 1719 and 2319
Amicable: 5383 and 1719
Amicable: 872 and 1028
Amicable: 1166 and 872
Amicable: 3125 and 5411
Amicable: 8459 and 3125
Amicable: 3059 and 8459
Amicable: 8503 and 7267
Amicable: 1737 and 8503
Amicable: 1677 and 2405
Amicable: 3935 and 1767
Amicable: 3175 and 3935
Amicable: 1222 and 970
Amicable: 1258 and 1222
Amicable: 786 and 546
Amicable: 8657 and 2849
Amicable: 1071 and 1773
Amicable: 2391 and 1071
Amicable: 1377 and 2391
Amicable: 3985 and 2365
Amicable: 904 and 468
Amicable: 8767 and 1791
Amicable: 2427 and 1491
Amicable: 1622 and 1106
Amicable: 1076 and 1622
Amicable: 4045 and 2433
Amicable: 2065 and 4045
Amicable: 4055 and 5819
Amicable: 5663 and 4055
Amicable: 3275 and 5663
Amicable: 704 and 1084
Amicable: 8899 and 2635
Amicable: 850 and 1642
Amicable: 616 and 850
Amicable: 2463 and 1335
Amicable: 1334 and 1646
Amicable: 1010 and 1334
Amicable: 848 and 1010
Amicable: 2469 and 4105
Amicable: 8381 and 4115
Amicable: 5747 and 8381
Amicable: 5761 and 2481
Amicable: 1647 and 4753
Amicable: 4135 and 1647
Amicable: 2487 and 4135
Amicable: 9031 and 2487
Amicable: 9053 and 5789
Amicable: 4145 and 9053
Amicable: 1533 and 4145
Amicable: 5803 and 1035
Amicable: 4199 and 8303
Amicable: 7943 and 4199
Amicable: 9119 and 7943
Amicable: 2135 and 9119
Amicable: 7139 and 2135
Amicable: 1030 and 1678
Amicable: 2517 and 1749
Amicable: 2755 and 4195
Amicable: 834 and 594
Amicable: 740 and 1706
Amicable: 1132 and 740
Amicable: 2559 and 1899
Amicable: 2571 and 5971
Amicable: 1298 and 1718
Amicable: 2577 and 4285
Amicable: 2665 and 2577
Amicable: 6877 and 7381
Amicable: 3475 and 6877
Amicable: 5999 and 3475
Amicable: 4949 and 5999
Amicable: 9383 and 4949
Amicable: 8959 and 9383
Amicable: 4295 and 8959
Amicable: 6013 and 2589
Amicable: 9427 and 4315
Amicable: 2875 and 9427
Amicable: 3451 and 2875
Amicable: 570 and 726
Amicable: 2585 and 9449
Amicable: 6041 and 2585
Amicable: 1394 and 1070
Amicable: 1406 and 1394
Amicable: 9493 and 3157
Amicable: 884 and 1754
Amicable: 1539 and 5047
Amicable: 2631 and 1539
Amicable: 4385 and 4301
Amicable: 1197 and 4385
Amicable: 6139 and 2643
Amicable: 1766 and 1172
Amicable: 4405 and 2649
Amicable: 9647 and 4415
Amicable: 6167 and 9647
Amicable: 3367 and 6167
Amicable: 1090 and 1342
Amicable: 640 and 1090
Amicable: 1378 and 640
Amicable: 1774 and 1378
Amicable: 2661 and 6181
Amicable: 4435 and 9691
Amicable: 4147 and 4435
Amicable: 9713 and 6209
Amicable: 2945 and 9713
Amicable: 1455 and 1287
Amicable: 1659 and 2795
Amicable: 1814 and 950
Amicable: 2721 and 1809
Amicable: 4535 and 3311
Amicable: 5243 and 4535
Amicable: 1246 and 1462
Amicable: 1822 and 1246
Amicable: 6349 and 2733
Amicable: 3689 and 9977
Amicable: 2345 and 3689
Amicable: 6377 and 2345
Amicable: 1838 and 1130
Amicable: 420 and 868
Amicable: 8957 and 3725
Amicable: 4595 and 8957
Amicable: 560 and 1228
Amicable: 2061 and 5341
Amicable: 2109 and 1682
Amicable: 1858 and 1048
Amicable: 2139 and 2787
Amicable: 1947 and 2139
Amicable: 2091 and 1947
Amicable: 1515 and 2091
Amicable: 6503 and 8107
Amicable: 3775 and 6503
Amicable: 1874 and 1244
Amicable: 680 and 1874
Amicable: 3857 and 4433
Amicable: 4685 and 3857
Amicable: 1882 and 820
Amicable: 2823 and 2097
Amicable: 6559 and 2823
Amicable: 1743 and 6559
Amicable: 832 and 1252
Amicable: 976 and 832
Amicable: 1545 and 2841
Amicable: 4735 and 4807
Amicable: 1275 and 1323
Amicable: 2067 and 1275
Amicable: 2859 and 2067
Amicable: 770 and 1268
Amicable: 3145 and 4765
Amicable: 5537 and 8993
Amicable: 6671 and 5537
Amicable: 2523 and 6671
Amicable: 928 and 1558
Amicable: 1917 and 2013
Amicable: 1215 and 2151
Amicable: 2485 and 2901
Amicable: 708 and 988
Amicable: 2915 and 3925
Amicable: 3731 and 2915
Amicable: 4835 and 3731
Amicable: 1078 and 1942
Amicable: 1096 and 1078
Amicable: 1474 and 1096
Amicable: 6769 and 2193
Amicable: 2913 and 6769
Amicable: 945 and 2913
Amicable: 3055 and 4855
Amicable: 2169 and 3055
Amicable: 784 and 4885
Amicable: 6839 and 8591
Amicable: 3335 and 6839
Amicable: 1534 and 1966
Amicable: 2949 and 1605
Amicable: 1112 and 860
Amicable: 1971 and 4915
Amicable: 3619 and 1971
Amicable: 1982 and 1598
Amicable: 1358 and 1982
Amicable: 4955 and 2555
Amicable: 4123 and 4955
Amicable: 1994 and 1324
Amicable: 732 and 1012
Amicable: 1635 and 6979
Amicable: 9971 and 4075
Amicable: 8833 and 9971
Amicable: 1002 and 714
Amicable: 3913 and 5045
Amicable: 7063 and 3039
Amicable: 2259 and 7063
Amicable: 1348 and 1586
Amicable: 4205 and 7091
Amicable: 3057 and 2337
Amicable: 1024 and 3057
Amicable: 2042 and 992
Amicable: 5095 and 3063
Amicable: 612 and 846
Amicable: 5105 and 3773
Amicable: 7133 and 5105
Amicable: 968 and 7133
Amicable: 1702 and 1414
Amicable: 1270 and 1702
Amicable: 2062 and 1270
Amicable: 1305 and 3093
Amicable: 2066 and 700
Amicable: 1072 and 2066
Amicable: 5155 and 3099
Amicable: 5165 and 7217
Amicable: 5681 and 5165
Amicable: 1863 and 1695
Amicable: 7231 and 1863
Amicable: 2313 and 7231
Amicable: 3565 and 3117
Amicable: 3515 and 5195
Amicable: 1449 and 7273
Amicable: 3485 and 1925
Amicable: 2211 and 3147
Amicable: 1396 and 1442
Amicable: 2102 and 1396
Amicable: 3625 and 5245
Amicable: 3153 and 3625
Amicable: 1425 and 3153
Amicable: 7343 and 5423
Amicable: 5255 and 7343
Amicable: 1922 and 5255
Amicable: 1606 and 1192
Amicable: 2301 and 7357
Amicable: 2397 and 2301
Amicable: 2367 and 3183
Amicable: 1310 and 2126
Amicable: 1412 and 1310
Amicable: 3189 and 5305
Amicable: 2133 and 3189
Amicable: 4403 and 5315
Amicable: 2451 and 4403
Amicable: 7427 and 2451
Amicable: 4325 and 7427
Amicable: 2138 and 1208
Amicable: 6223 and 3207
Amicable: 3245 and 5345
Amicable: 2765 and 3245
Amicable: 576 and 2765
Amicable: 9559 and 5887
Amicable: 1798 and 1150
Amicable: 2883 and 2421
Amicable: 3445 and 3261
Amicable: 4669 and 3445
Amicable: 2187 and 5435
Amicable: 1250 and 2187
Amicable: 2379 and 1250
Amicable: 5291 and 2379
Amicable: 2182 and 1786
Amicable: 1498 and 2182
Amicable: 7609 and 2553
Amicable: 3273 and 7609
Amicable: 1136 and 2186
Amicable: 3279 and 5455
Amicable: 2439 and 3279
Amicable: 3655 and 2439
Amicable: 3025 and 1086
Amicable: 4277 and 2037
Amicable: 7637 and 4277
Amicable: 5465 and 7637
Amicable: 804 and 2194
Amicable: 7651 and 3291
Amicable: 1395 and 7651
Amicable: 5485 and 4081
Amicable: 4475 and 6419
Amicable: 7679 and 4475
Amicable: 910 and 2206
Amicable: 3355 and 5515
Amicable: 2218 and 624
Amicable: 2343 and 3327
Amicable: 1742 and 1370
Amicable: 1802 and 1742
Amicable: 1526 and 1802
Amicable: 1256 and 1526
Amicable: 5797 and 5545
Amicable: 7763 and 4525
Amicable: 3875 and 7763
Amicable: 2241 and 1617
Amicable: 1274 and 2234
Amicable: 2493 and 3351
Amicable: 798 and 750
Amicable: 1683 and 7819
Amicable: 1492 and 1168
Amicable: 2246 and 1492
Amicable: 2905 and 3369
Amicable: 7903 and 2529
Amicable: 2121 and 2697
Amicable: 2409 and 2121
Amicable: 896 and 1516
Amicable: 3895 and 2547
Amicable: 4805 and 800
Amicable: 6713 and 4805
Amicable: 4991 and 6713
Amicable: 1582 and 2302
Amicable: 1532 and 2306
Amicable: 1196 and 1532
Amicable: 1304 and 1196
Amicable: 5755 and 3459
Amicable: 1146 and 858
Amicable: 5765 and 8057
Amicable: 4921 and 5765
Amicable: 2679 and 8071
Amicable: 648 and 3489
Amicable: 1905 and 648
Amicable: 5815 and 6811
Amicable: 4879 and 5815
Amicable: 2342 and 1556
Amicable: 4775 and 5855
Amicable: 1336 and 2362
Amicable: 1210 and 1336
Amicable: 2637 and 2703
Amicable: 3543 and 2637
Amicable: 3995 and 4825
Amicable: 8267 and 3995
Amicable: 2374 and 1978
Amicable: 5935 and 5863
Amicable: 8309 and 2613
Amicable: 4085 and 8309
Amicable: 2386 and 876
Amicable: 2275 and 3579
Amicable: 2403 and 2275
Amicable: 1826 and 1588
Amicable: 1088 and 1826
Amicable: 8351 and 9251
Amicable: 6479 and 8351
Amicable: 1965 and 2829
Amicable: 2402 and 1148
Amicable: 3603 and 3835
Amicable: 3115 and 3603
Amicable: 952 and 1060
Amicable: 8407 and 2247
Amicable: 1604 and 1490
Amicable: 1184 and 1604
Amicable: 1898 and 1184
Amicable: 7429 and 3685
Amicable: 1701 and 7429
Amicable: 6851 and 4925
Amicable: 1264 and 2426
Amicable: 3639 and 6727
Amicable: 4543 and 3639
Amicable: 4255 and 4543
Amicable: 6065 and 5117
Amicable: 8491 and 3651
Amicable: 1444 and 6085
Amicable: 4975 and 4823
Amicable: 8519 and 4975
Amicable: 2446 and 1510
Amicable: 1384 and 2446
Amicable: 2014 and 1384
Amicable: 8561 and 2289
Amicable: 3687 and 2607
Amicable: 2462 and 1636
Amicable: 2006 and 2462
Amicable: 6145 and 3693
Amicable: 6155 and 7163
Amicable: 8603 and 6155
Amicable: 1881 and 8617
Amicable: 920 and 2474
Amicable: 3711 and 2763
Amicable: 918 and 630
Amicable: 6149 and 3965
Amicable: 6185 and 6149
Amicable: 1875 and 7301
Amicable: 6245 and 4697
Amicable: 2967 and 2055
Amicable: 2799 and 2967
Amicable: 8743 and 2799
Amicable: 1204 and 600
Amicable: 3777 and 2769
Amicable: 6295 and 4495
Amicable: 7399 and 6295
Amicable: 2817 and 7399
Amicable: 8813 and 5453
Amicable: 2146 and 1570
Amicable: 2074 and 2146
Amicable: 2085 and 2373
Amicable: 768 and 1328
Amicable: 1266 and 1062
Amicable: 3831 and 2349
Amicable: 1911 and 3831
Amicable: 2853 and 1911
Amicable: 1958 and 2558
Amicable: 1448 and 1958
Amicable: 6385 and 3837
Amicable: 8939 and 6395
Amicable: 1989 and 8953
Amicable: 3849 and 1989
Amicable: 6919 and 6415
Amicable: 948 and 2578
Amicable: 3867 and 1827
Amicable: 2739 and 3867
Amicable: 2162 and 2582
Amicable: 1778 and 2162
Amicable: 6445 and 3873
Amicable: 4465 and 6445
Amicable: 2847 and 5275
Amicable: 6455 and 2847
Amicable: 9023 and 6455
Amicable: 3021 and 1665
Amicable: 9037 and 3021
Amicable: 1724 and 2594
Amicable: 3891 and 2619
Amicable: 7657 and 6485
Amicable: 4625 and 7657
Amicable: 7337 and 4625
Amicable: 3903 and 9079
Amicable: 2606 and 2054
Amicable: 1732 and 2606
Amicable: 3909 and 6505
Amicable: 9107 and 3395
Amicable: 6515 and 9107
Amicable: 9121 and 3009
Amicable: 3921 and 9121
Amicable: 7693 and 4015
Amicable: 6535 and 7693
Amicable: 1630 and 2638
Amicable: 1365 and 3957
Amicable: 1216 and 2642
Amicable: 1756 and 1216
Amicable: 1364 and 1756
Amicable: 3963 and 6595
Amicable: 6605 and 4505
Amicable: 9233 and 6605
Amicable: 4715 and 6635
Amicable: 1312 and 1834
Amicable: 1064 and 1772
Amicable: 1450 and 1000
Amicable: 1180 and 1450
Amicable: 882 and 3219
Amicable: 880 and 1528
Amicable: 2727 and 3111
Amicable: 1796 and 1670
Amicable: 2294 and 1796
Amicable: 660 and 996
Amicable: 828 and 660
Amicable: 3033 and 3535
Amicable: 7987 and 3033
Amicable: 2511 and 7987
Amicable: 3243 and 2235
Amicable: 4083 and 3243
Amicable: 1544 and 1424
Amicable: 5831 and 5575
Amicable: 9527 and 5831
Amicable: 5159 and 9527
Amicable: 2734 and 2158
Amicable: 6835 and 7843
Amicable: 930 and 1026
Amicable: 1362 and 930
Amicable: 9569 and 1953
Amicable: 2746 and 1144
Amicable: 4119 and 1815
Amicable: 2781 and 6865
Amicable: 2937 and 2265
Amicable: 1220 and 2762
Amicable: 6293 and 6905
Amicable: 3605 and 6293
Amicable: 7733 and 3605
Amicable: 1844 and 2601
Amicable: 5675 and 5551
Amicable: 1352 and 5675
Amicable: 8183 and 1352
Amicable: 1918 and 2278
Amicable: 1576 and 1918
Amicable: 2134 and 1576
Amicable: 1852 and 1376
Amicable: 8177 and 3081
Amicable: 1730 and 2318
Amicable: 1190 and 1730
Amicable: 2378 and 1190
Amicable: 2798 and 2378
Amicable: 6995 and 5725
Amicable: 7667 and 6995
Amicable: 1868 and 1592
Amicable: 3141 and 2695
Amicable: 8671 and 3141
Amicable: 1666 and 2818
Amicable: 1946 and 980
Amicable: 4345 and 7045
Amicable: 9863 and 2223
Amicable: 1550 and 2846
Amicable: 5125 and 4269
Amicable: 2667 and 7115
Amicable: 5825 and 2667
Amicable: 6251 and 5825
Amicable: 9961 and 4281
Amicable: 1845 and 9961
Amicable: 2889 and 1845
Amicable: 1508 and 2858
Amicable: 4615 and 7135
Amicable: 9367 and 4615
Amicable: 4287 and 9367
Amicable: 7145 and 9989
Amicable: 3363 and 4299
Amicable: 2355 and 3363
Amicable: 7165 and 3745
Amicable: 7195 and 5035
Amicable: 5467 and 7195
Amicable: 1206 and 1434
Amicable: 2438 and 1790
Amicable: 2894 and 2438
Amicable: 2222 and 2894
Amicable: 7255 and 2943
Amicable: 4359 and 7255
Amicable: 6601 and 4377
Amicable: 8041 and 6601
Amicable: 5975 and 3815
Amicable: 5015 and 5975
Amicable: 7295 and 5015
Amicable: 2314 and 2494
Amicable: 1810 and 2314
Amicable: 3237 and 2277
Amicable: 3567 and 2751
Amicable: 2414 and 2942
Amicable: 5365 and 4413
Amicable: 6025 and 7355
Amicable: 3477 and 5621
Amicable: 6517 and 3477
Amicable: 2738 and 6517
Amicable: 9269 and 2738
Amicable: 4565 and 9269
Amicable: 756 and 2962
Amicable: 2966 and 1552
Amicable: 4449 and 7405
Amicable: 5375 and 7415
Amicable: 2975 and 5375
Amicable: 8771 and 2975
Amicable: 2974 and 2542
Amicable: 2445 and 4461
Amicable: 2978 and 1688
Amicable: 7435 and 4467
Amicable: 7579 and 7435
Amicable: 4479 and 1935
Amicable: 4497 and 3201
Amicable: 1996 and 1100
Amicable: 8869 and 7495
Amicable: 3357 and 8869
Amicable: 5185 and 8569
Amicable: 2482 and 3022
Amicable: 2086 and 2482
Amicable: 1340 and 2012
Amicable: 7555 and 3955
Amicable: 4569 and 3657
Amicable: 2505 and 4569
Amicable: 3411 and 7615
Amicable: 2546 and 2354
Amicable: 2114 and 2546
Amicable: 2036 and 2114
Amicable: 3062 and 2036
Amicable: 7655 and 6275
Amicable: 3741 and 2877
Amicable: 1484 and 1160
Amicable: 3447 and 2175
Amicable: 1910 and 1616
Amicable: 3086 and 1910
Amicable: 2666 and 1862
Amicable: 2919 and 5735
Amicable: 2398 and 3118
Amicable: 1930 and 2398
Amicable: 3813 and 4677
Amicable: 3621 and 3813
Amicable: 3333 and 3621
Amicable: 1628 and 1040
Amicable: 3501 and 3471
Amicable: 2084 and 3134
Amicable: 780 and 1314
Amicable: 6425 and 8987
Amicable: 7835 and 6425
Amicable: 972 and 1648
Amicable: 2092 and 972
Amicable: 1784 and 2092
Amicable: 1472 and 1784
Amicable: 9361 and 4737
Amicable: 4895 and 9359
Amicable: 7895 and 4895
Amicable: 9503 and 7895
Amicable: 5135 and 9503
Amicable: 2726 and 1430
Amicable: 1970 and 2726
Amicable: 2522 and 1970
Amicable: 2198 and 2522
Amicable: 6845 and 6083
Amicable: 9457 and 3573
Amicable: 2997 and 9457
Amicable: 4791 and 2997
Amicable: 7985 and 3185
Amicable: 6461 and 7985
Amicable: 1816 and 1690
Amicable: 3202 and 1816
Amicable: 1420 and 3202
Amicable: 2499 and 1755
Amicable: 4803 and 2499
Amicable: 3723 and 4803
Amicable: 7511 and 6575
Amicable: 1990 and 3214
Amicable: 1748 and 3218
Amicable: 5875 and 4827
Amicable: 8035 and 5875
Amicable: 8045 and 5945
Amicable: 4839 and 3609
Amicable: 2486 and 1832
Amicable: 8065 and 7021
Amicable: 3819 and 2331
Amicable: 3238 and 2698
Amicable: 4863 and 8095
Amicable: 1110 and 1254
Amicable: 1614 and 1110
Amicable: 2164 and 3254
Amicable: 9889 and 4881
Amicable: 8135 and 3999
Amicable: 3575 and 8135
Amicable: 9653 and 3575
Amicable: 3325 and 2685
Amicable: 1242 and 1626
Amicable: 1240 and 3274
Amicable: 8437 and 8185
Amicable: 2325 and 8437
Amicable: 5795 and 6643
Amicable: 6725 and 5795
Amicable: 2188 and 1460
Amicable: 1575 and 7567
Amicable: 9751 and 1575
Amicable: 5695 and 9751
Amicable: 3681 and 5695
Amicable: 5929 and 1408
Amicable: 3531 and 2715
Amicable: 2626 and 2806
Amicable: 5395 and 4971
Amicable: 2774 and 3326
Amicable: 1744 and 2774
Amicable: 8315 and 7259
Amicable: 5001 and 1785
Amicable: 3129 and 5001
Amicable: 4089 and 3129
Amicable: 8335 and 6391
Amicable: 9583 and 8335
Amicable: 5007 and 9583
Amicable: 3771 and 4071
Amicable: 3171 and 6925
Amicable: 8723 and 3171
Amicable: 2914 and 2338
Amicable: 3386 and 2252
Amicable: 5079 and 3789
Amicable: 9823 and 5079
Amicable: 1326 and 720
Amicable: 1422 and 1326
Amicable: 1686 and 1422
